stop_id,stop_code,stop_name,stop_lon,stop_lat
9400ZZLURVP1,,Ravenscourt Park Underground Station,-0.235924,51.49413
9400ZZLURYL1,,Rayners Lane Underground Station,-0.371458,51.57518
9400ZZLURYL2,,Rayners Lane Underground Station,-0.371372,51.57516
9400ZZLUSEA1,,South Ealing Underground Station,-0.307421,51.50110
9400ZZLUSEA2,,South Ealing Underground Station,-0.307364,51.50108
9400ZZLUSGT1,,Southgate Underground Station,-0.127720,51.63218
9400ZZLUSHH1,,South Harrow Underground Station,-0.352332,51.56452
9400ZZLUSHH2,,South Harrow Underground Station,-0.352277,51.56447
9400ZZLUSKS2,,South Kensington Underground Station,-0.173363,51.49402
9400ZZLUSKS3,,South Kensington Underground Station,-0.173263,51.49402
9400ZZLUSUH1,,Sudbury Hill Underground Station,-0.336951,51.55704
9400ZZLUSUH2,,Sudbury Hill Underground Station,-0.336837,51.55700
9400ZZLUSUT1,,Sudbury Town Underground Station,-0.315774,51.55080
9400ZZLUSUT2,,Sudbury Town Underground Station,-0.315689,51.55076
9400ZZLUTNG1,,Turnham Green Underground Station,-0.254622,51.49527
9400ZZLUTNG2,,Turnham Green Underground Station,-0.254550,51.49526
9400ZZLUTPN1,,Turnpike Lane Underground Station,-0.102890,51.59005
9400ZZLUUXB1,,Uxbridge Underground Station,-0.477191,51.54681
9400ZZLUWOG1,,Wood Green Underground Station,-0.110090,51.59744
9400ZZBPSUST,,Battersea Power Station Underground Station,-0.142142,51.47993
9400ZZLUACY1,,Archway Underground Station,-0.134586,51.56518
9400ZZLUAGL1,,Angel Underground Station,-0.105930,51.53186
9400ZZLUBLM1,,Balham Underground Station,-0.152265,51.44397
9400ZZLUBNK4,,Bank Underground Station,-0.087847,51.51231
9400ZZLUBNK5,,Bank Underground Station,-0.087792,51.51225
9400ZZLUBOR1,,Borough Underground Station,-0.093508,51.50098
9400ZZLUBOR2,,Borough Underground Station,-0.093597,51.50094
9400ZZLUBTK1,,Burnt Oak Underground Station,-0.264131,51.60286
9400ZZLUBTX1,,Brent Cross Underground Station,-0.213621,51.57669
9400ZZLUBZP1,,Belsize Park Underground Station,-0.164766,51.55024
9400ZZLUBZP2,,Belsize Park Underground Station,-0.164783,51.55053
9400ZZLUCFM1,,Chalk Farm Underground Station,-0.153529,51.54421
9400ZZLUCHX4,,Charing Cross Underground Station,-0.125691,51.50884
9400ZZLUCHX5,,Charing Cross Underground Station,-0.125592,51.50880
9400ZZLUCND1,,Colindale Underground Station,-0.250089,51.59551
9400ZZLUCPC1,,Clapham Common Underground Station,-0.136841,51.46229
9400ZZLUCPN1,,Clapham North Underground Station,-0.129359,51.46573
9400ZZLUCPS1,,Clapham South Underground Station,-0.147036,51.45334
9400ZZLUCSD1,,Colliers Wood Underground Station,-0.177577,51.41866
9400ZZLUCTN1,,Camden Town Underground Station,-0.142465,51.53930
9400ZZLUCTN2,,Camden Town Underground Station,-0.142888,51.53919
9400ZZLUCTN3,,Camden Town Underground Station,-0.142478,51.53935
9400ZZLUCTN4,,Camden Town Underground Station,-0.142972,51.53926
9400ZZLUEAC3,,Elephant & Castle Underground Station,-0.100512,51.49506
9400ZZLUEAC4,,Elephant & Castle Underground Station,-0.100529,51.49501
9400ZZLUEFY1,,East Finchley Underground Station,-0.164963,51.58725
9400ZZLUEFY2,,East Finchley Underground Station,-0.165020,51.58729
9400ZZLUEGW1,,Edgware Underground Station,-0.275004,51.61353
9400ZZLUEMB5,,Embankment Underground Station,-0.122542,51.50726
9400ZZLUEMB6,,Embankment Underground Station,-0.122541,51.50729
9400ZZLUEUS2,,Euston Underground Station,-0.131846,51.52782
9400ZZLUEUS3,,Euston Underground Station,-0.132300,51.52834
9400ZZLUEUS4,,Euston Underground Station,-0.134193,51.52824
9400ZZLUEUS5,,Euston Underground Station,-0.134239,51.52819
9400ZZLUFYC1,,Finchley Central Underground Station,-0.192770,51.60099
9400ZZLUFYC2,,Finchley Central Underground Station,-0.192670,51.60094
9400ZZLUGDG1,,Goodge Street Underground Station,-0.134488,51.52067
9400ZZLUGGN1,,Golders Green Underground Station,-0.194075,51.57244
9400ZZLUGGN2,,Golders Green Underground Station,-0.194003,51.57244
9400ZZLUHBT1,,High Barnet Underground Station,-0.194150,51.65061
9400ZZLUHCL1,,Hendon Central Underground Station,-0.226455,51.58325
9400ZZLUHGT1,,Highgate Underground Station,-0.145805,51.57775
9400ZZLUHTD1,,Hampstead Underground Station,-0.178466,51.55644
9400ZZLUHTD2,,Hampstead Underground Station,-0.177464,51.55624
9400ZZLUKNG1,,Kennington Underground Station,-0.105699,51.48845
9400ZZLUKNG2,,Kennington Underground Station,-0.105759,51.48839
9400ZZLUKSH1,,Kentish Town Underground Station,-0.140702,51.55036
9400ZZLUKSH2,,Kentish Town Underground Station,-0.140719,51.55029
9400ZZLUKSX4,,King's Cross St. Pancras Underground Station,-0.121991,51.53083
9400ZZLUKSX5,,King's Cross St. Pancras Underground Station,-0.121875,51.53084
9400ZZLULNB1,,London Bridge Underground Station,-0.088599,51.50572
9400ZZLULSQ1,,Leicester Square Underground Station,-0.128618,51.51197
9400ZZLULSQ2,,Leicester Square Underground Station,-0.128577,51.51191
9400ZZLUMDN2,,Morden Underground Station,-0.194828,51.40242
9400ZZLUMGT3,,Moorgate Underground Station,-0.087818,51.51887
9400ZZLUMGT4,,Moorgate Underground Station,-0.087786,51.51893
9400ZZLUMHL1,,Mill Hill East Underground Station,-0.209843,51.60819
9400ZZLUMTC1,,Mornington Crescent Underground Station,-0.138585,51.53439
9400ZZLUODS1,,Old Street Underground Station,-0.087547,51.52499
9400ZZLUOVL1,,Oval Underground Station,-0.112623,51.48157
9400ZZLUOVL2,,Oval Underground Station,-0.112399,51.48177
9400ZZLUSKW1,,Stockwell Underground Station,-0.122917,51.47183
9400ZZLUSKW2,,Stockwell Underground Station,-0.122933,51.47181
9400ZZLUSWN1,,South Wimbledon Underground Station,-0.192820,51.41508
9400ZZLUTAW1,,Totteridge & Whetstone Underground Station,-0.179226,51.63057
9400ZZLUTAW2,,Totteridge & Whetstone Underground Station,-0.179228,51.63050
9400ZZLUTBC1,,Tooting Bec Underground Station,-0.159024,51.43585
9400ZZLUTBY1,,Tooting Broadway Underground Station,-0.168178,51.42784
9400ZZLUTCR2,,Tottenham Court Road Underground Station,-0.130430,51.51594
9400ZZLUTCR3,,Tottenham Court Road Underground Station,-0.130402,51.51590
9400ZZLUTFP1,,Tufnell Park Underground Station,-0.138391,51.55680
9400ZZLUTFP2,,Tufnell Park Underground Station,-0.138422,51.55674
9400ZZLUWFN1,,West Finchley Underground Station,-0.188449,51.60941
9400ZZLUWFN2,,West Finchley Underground Station,-0.188466,51.60935
9400ZZLUWLO3,,Waterloo Underground Station,-0.113575,51.50319
9400ZZLUWOP1,,Woodside Park Underground Station,-0.185602,51.61778
9400ZZLUWOP2,,Woodside Park Underground Station,-0.185454,51.61787
9400ZZLUWRR1,,Warren Street Underground Station,-0.137784,51.52433
9400ZZLUWRR2,,Warren Street Underground Station,-0.137757,51.52428
9400ZZNEUGST,,Nine Elms Underground Station,-0.128476,51.47991
9400ZZLUBKE1,,Barkingside Underground Station, 0.088662,51.58579
9400ZZLUBKE2,,Barkingside Underground Station, 0.088660,51.58575
9400ZZLUBKH1,,Buckhurst Hill Underground Station, 0.046729,51.62662
9400ZZLUBKH2,,Buckhurst Hill Underground Station, 0.046711,51.62655
9400ZZLUBLG1,,Bethnal Green Underground Station,-0.054591,51.52705
9400ZZLUBND1,,Bond Street Underground Station,-0.149444,51.51441
9400ZZLUBNK1,,Bank Underground Station,-0.088899,51.51335
9400ZZLUBNK2,,Bank Underground Station,-0.088712,51.51333
9400ZZLUCHL1,,Chancery Lane Underground Station,-0.112143,51.51831
9400ZZLUCHL2,,Chancery Lane Underground Station,-0.112014,51.51829
9400ZZLUCWL1,,Chigwell Underground Station, 0.075330,51.61760
9400ZZLUCWL2,,Chigwell Underground Station, 0.075458,51.61756
9400ZZLUDBN1,,Debden Underground Station, 0.084221,51.64519
9400ZZLUDBN2,,Debden Underground Station, 0.084030,51.64511
9400ZZLUEAN1,,East Acton Underground Station,-0.247877,51.51712
9400ZZLUEAN2,,East Acton Underground Station,-0.247891,51.51714
9400ZZLUEBY1,,Ealing Broadway Underground Station,-0.301493,51.51521
9400ZZLUEPG1,,Epping Underground Station, 0.113774,51.69351
9400ZZLUFLP1,,Fairlop Underground Station, 0.091224,51.59602
9400ZZLUFLP2,,Fairlop Underground Station, 0.091207,51.59595
9400ZZLUGFD1,,Greenford Underground Station,-0.345212,51.54246
9400ZZLUGFD2,,Greenford Underground Station,-0.345274,51.54235
9400ZZLUGGH1,,Grange Hill Underground Station, 0.092290,51.61323
9400ZZLUGGH2,,Grange Hill Underground Station, 0.092304,51.61323
9400ZZLUGTH1,,Gants Hill Underground Station, 0.065017,51.57656
9400ZZLUHBN1,,Holborn Underground Station,-0.119504,51.51771
9400ZZLUHBN2,,Holborn Underground Station,-0.119360,51.51770
9400ZZLUHGR1,,Hanger Lane Underground Station,-0.293405,51.53033
9400ZZLUHLT1,,Hainault Underground Station, 0.093304,51.60357
9400ZZLUHLT2,,Hainault Underground Station, 0.093384,51.60373
9400ZZLUHPK1,,Holland Park Underground Station,-0.205751,51.50714
9400ZZLUHPK2,,Holland Park Underground Station,-0.205749,51.50718
9400ZZLULGN1,,Loughton Underground Station, 0.056129,51.64087
9400ZZLULGN2,,Loughton Underground Station, 0.056070,51.64085
9400ZZLULGT1,,Lancaster Gate Underground Station,-0.174685,51.51177
9400ZZLULVT1,,Liverpool Street Underground Station,-0.082127,51.51811
9400ZZLULVT2,,Liverpool Street Underground Station,-0.082202,51.51806
9400ZZLULYN1,,Leyton Underground Station,-0.005047,51.55692
9400ZZLULYN2,,Leyton Underground Station,-0.004958,51.55698
9400ZZLULYS1,,Leytonstone Underground Station, 0.008209,51.56834
9400ZZLULYS2,,Leytonstone Underground Station, 0.008351,51.56829
9400ZZLUMBA1,,Marble Arch Underground Station,-0.157606,51.51359
9400ZZLUMED1,,Mile End Underground Station,-0.033559,51.52533
9400ZZLUMED2,,Mile End Underground Station,-0.033457,51.52536
9400ZZLUNAN1,,North Acton Underground Station,-0.259739,51.52357
9400ZZLUNAN2,,North Acton Underground Station,-0.259653,51.52355
9400ZZLUNBP1,,Newbury Park Underground Station, 0.090052,51.57551
9400ZZLUNBP2,,Newbury Park Underground Station, 0.090055,51.57558
9400ZZLUNHG1,,Notting Hill Gate Underground Station,-0.197309,51.50892
9400ZZLUNHG2,,Notting Hill Gate Underground Station,-0.196974,51.50899
9400ZZLUNHT1,,Northolt Underground Station,-0.369124,51.54846
9400ZZLUOXC1,,Oxford Circus Underground Station,-0.141363,51.51537
9400ZZLUOXC5,,Oxford Circus Underground Station,-0.141248,51.51538
9400ZZLUPVL1,,Perivale Underground Station,-0.322799,51.53667
9400ZZLUQWY1,,Queensway Underground Station,-0.187209,51.51031
9400ZZLURBG1,,Redbridge Underground Station, 0.046454,51.57619
9400ZZLURSG1,,Ruislip Gardens Underground Station,-0.410839,51.56075
9400ZZLURVY1,,Roding Valley Underground Station, 0.043813,51.61736
9400ZZLURVY2,,Roding Valley Underground Station, 0.043915,51.61738
9400ZZLUSBC1,,Shepherd's Bush (Central) Underground Station,-0.218129,51.50456
9400ZZLUSNB1,,Snaresbrook Underground Station, 0.021441,51.58070
9400ZZLUSNB2,,Snaresbrook Underground Station, 0.021410,51.58065
9400ZZLUSPU1,,St. Paul's Underground Station,-0.098321,51.51517
9400ZZLUSPU2,,St. Paul's Underground Station,-0.098392,51.51519
9400ZZLUSRP1,,South Ruislip Underground Station,-0.399373,51.55696
9400ZZLUSTD1,,Stratford Underground Station,-0.002311,51.54232
9400ZZLUSTD2,,Stratford Underground Station,-0.002426,51.54233
9400ZZLUSWF1,,South Woodford Underground Station, 0.027360,51.59175
9400ZZLUSWF2,,South Woodford Underground Station, 0.027342,51.59168
9400ZZLUTCR1,,Tottenham Court Road Underground Station,-0.131549,51.51641
9400ZZLUTCR4,,Tottenham Court Road Underground Station,-0.130401,51.51594
9400ZZLUTHB1,,Theydon Bois Underground Station, 0.103651,51.67148
9400ZZLUTHB2,,Theydon Bois Underground Station, 0.103620,51.67142
9400ZZLUWCY1,,White City Underground Station,-0.224022,51.51199
9400ZZLUWCY2,,White City Underground Station,-0.224239,51.51196
9400ZZLUWOF1,,Woodford Underground Station, 0.033781,51.60718
9400ZZLUWOF2,,Woodford Underground Station, 0.033750,51.60713
9400ZZLUWRP1,,West Ruislip Underground Station,-0.437343,51.56951
9400ZZLUWSD1,,Wanstead Underground Station, 0.029069,51.57566
9400ZZLUWTA1,,West Acton Underground Station,-0.280641,51.51819
9400ZZLUWTA2,,West Acton Underground Station,-0.280700,51.51816
9400ZZLUCWP1,,Chiswick Park Underground Station,-0.267970,51.49468
9400ZZLUSFB2,,Stamford Brook Underground Station,-0.245917,51.49500
490000073J,47096,Elephant & Castle New Kent Rd,-0.097812,51.49486
490000073M,53709,Elephant & Castle New Kent Rd,-0.098060,51.49480
490000132B,76913,Lambeth North,-0.111821,51.49856
490000132C,47604,Lambeth North,-0.111145,51.49853
490000155V,53490,New Cross Station,-0.031353,51.47586
490000155W,53692,New Cross Station,-0.031216,51.47568
490000156O,52566,New Cross Gate Station,-0.039648,51.47483
490000156R,54526,New Cross Gate Station,-0.039687,51.47528
490001227Q,55481,Griffin Rd  Plumstead Station, 0.085339,51.48922
490001344G,73034,Vincent Road Woolwich Arsenal, 0.069131,51.48978
490001344H,51623,Woolwich Arsenal Station, 0.068962,51.49020
490001344S,53700,Woolwich Arsenal Station, 0.067342,51.48972
490002029T,49816,Deptford Bridge,-0.023193,51.47442
490002029W,57575,Deptford Bridge,-0.022313,51.47445
490003246D,54066,Briant Street,-0.050179,51.47676
490003246Z,87898,Briant Street,-0.049500,51.47682
490003658BS,48216,Bricklayers Arms  New Kent Rd,-0.090240,51.49403
490003708E1,48799,Vanbrugh Pk  Beaconsfield Rd, 0.014467,51.47711
490003708W1,76535,Vanbrugh Pk  Beaconsfield Rd, 0.013857,51.47666
490004065BC,49750,Blackheath  Royal Standard, 0.021292,51.47839
490004065BK,52570,Vanburgh Park Stratheden Road, 0.018233,51.47695
490004098E,73010,Blendon Terrace, 0.077699,51.48116
490004305N,72906,Griffin Road  Brewery Road, 0.083952,51.48597
490004305S,51588,Griffin Road  Brewery Road, 0.083839,51.48538
490004315BQ,52506,Bricklayer's Arms,-0.085230,51.49362
490004624N1,72743,Burrage Road, 0.072747,51.49043
490004916E,76000,Cemetery Lane, 0.046031,51.48251
490004916W,74867,Cemetery Lane, 0.046740,51.48291
490005007P,58193,Charlton House, 0.035875,51.48086
490005013E,56405,Charlton Park Road, 0.041228,51.48204
490005013Q,51122,Charlton Park Road, 0.039843,51.48198
490005015R,57342,Charlton Village, 0.038078,51.48213
490005526EP,76792,Commercial Way Peckham,-0.060761,51.48124
490005526WB,48780,Commercial Way Peckham,-0.058985,51.48033
490005565N,55968,Conway Road, 0.084679,51.48768
490005565S,50068,Conway Road, 0.084673,51.48723
490005742E,50878,Crescent Road (SE18), 0.073150,51.48788
490005742S,74749,Burrage Road  Arthur Grove, 0.073427,51.48858
490006051E,77025,Deptford High St New Cross Rd,-0.027365,51.47517
490006266EC,72792,Dunton Road,-0.077348,51.48886
490006266WN,57457,Dunton Road,-0.077547,51.48859
490006379BL,75987,Old Kent Road  East Street,-0.081863,51.49146
490006379BN,77701,Old Kent Road  East Street,-0.082295,51.49146
490006455E,52492,Egerton Drive,-0.017243,51.47315
490006455N,58917,Egerton Drive,-0.018236,51.47316
490006632N,57152,Erwood Road, 0.049584,51.48531
490006632W,54204,Erwood Road, 0.049532,51.48512
490006879F,73113,Florence Road (SE14),-0.028399,51.47524
490006981E,77476,Artillery Place  Frances Street, 0.057401,51.48746
490006981W,72223,Artillery Place  Frances Street, 0.057658,51.48739
490007000N,51069,Frederick Place, 0.068521,51.48523
490007000S,56960,Frederick Place, 0.071775,51.48488
490007276X,49611,Marquis of Granby  Goldsmiths,-0.036010,51.47539
490007326N,57864,Heavitree Road, 0.082806,51.48358
490007326S,55941,Heavitree Road, 0.083059,51.48344
490007512S,73645,Greenwich Park, 0.003081,51.47294
490007512T,49120,Greenwich Park, 0.003595,51.47219
490008079W,76598,Herbert Road (SE18), 0.070696,51.48206
490008461ER,48435,Old Kent Road  Ilderton Road,-0.056002,51.47936
490008461WA,77183,Old Kent Road  Ilderton Road,-0.056026,51.47913
490008473N,48161,St Georges RdImperial War Mus,-0.105900,51.49645
490008574P,77568,The Woolwich Centre, 0.064350,51.48918
490008574X,76115,Artillery Place J ohn Wilson St, 0.061453,51.48787
490008853W,49133,Kirk Lane, 0.075756,51.48119
490009115E,57375,Lewisham Road,-0.014175,51.47282
490009115W,73158,Lewisham Road,-0.013859,51.47249
490009270Z,71105,London College of Comm,-0.102060,51.49525
490009281E,56108,Elephant & Castle  London Rd,-0.101333,51.49610
490009420E,56455,Lower Marsh,-0.114680,51.50014
490009420W,74644,Lower Marsh,-0.113774,51.49940
490009531E,71447,Malt Street,-0.069630,51.48539
490009531W,55875,Malt Street,-0.070234,51.48542
490009689S,74439,Marquis Of Granby,-0.034607,51.47586
490009755Q,76438,Maze Hill, 0.010109,51.47460
490009758R,54791,Charlton Way  Maze Hill, 0.008644,51.47469
490010204G,47366,New Cross Bus Garage,-0.044745,51.47452
490010204J,52466,New Cross Bus Garage,-0.044561,51.47410
490010206C,73674,New Cross Road  Besson Street,-0.047513,51.47579
490010619J,58271,Orchard Road  Griffin Road, 0.085790,51.48898
490010880EN,51530,Peckham Park Road,-0.064138,51.48312
490010880WE,77065,Peckham Park Road,-0.063579,51.48271
490011067S2,76393,Warwick TerracePlumstead C Rd, 0.084738,51.48076
490011072W,75660,Plumstead Common Road, 0.084134,51.48016
490011073E1,74444,Plumstead Common  The Ship, 0.080727,51.48124
490011073W,50647,Plumstead Common  The Ship, 0.081174,51.48062
490011089W,56838,Pomeroy Street New Cross,-0.052126,51.47771
490011632BA,74809,Rodney Place,-0.094439,51.49422
490011632BT,49564,Rodney Place,-0.094672,51.49417
490012693D,49679,St George's Circus,-0.108173,51.49861
490013761EE,54993,Trafalgar Avenue,-0.072795,51.48651
490013761W,50378,Trafalgar Avenue,-0.073252,51.48625
490013801E,51076,Trinity Church, 0.072881,51.48195
490013801W,50402,Trinity Church, 0.073727,51.48154
490014075E,47142,Charlton Road  Victoria Way, 0.032963,51.47981
490014075W,56379,Charlton Road  Victoria Way, 0.030905,51.47952
490014311E,55640,Wat Tyler Road,-0.007522,51.47285
490014311W,74641,Wat Tyler Road,-0.007333,51.47255
490014934W,53749,Woolwich Station, 0.070722,51.49119
490014935S,59232,The Woolwich Centre, 0.065445,51.48951
490014978E1,53318,Wyndcliff Road, 0.027059,51.47952
490014978W1,55413,Wyndcliff Road, 0.025672,51.47942
490015264W1,50206,Blackheath  Royal Standard, 0.020412,51.47771
490015577S,77647,Bloomfield Road  Plumstead Common Road, 0.071139,51.48228
9400ZZLUBMY1,,Bermondsey Underground Station,-0.063712,51.49792
9400ZZLUBMY2,,Bermondsey Underground Station,-0.063993,51.49775
9400ZZLUBND2,,Bond Street Underground Station,-0.149158,51.51473
9400ZZLUBND3,,Bond Street Underground Station,-0.149160,51.51468
9400ZZLUBST5,,Baker Street Underground Station,-0.157696,51.52315
9400ZZLUBST6,,Baker Street Underground Station,-0.157594,51.52318
9400ZZLUCGT1,,Canning Town Underground Station, 0.007704,51.51429
9400ZZLUCGT2,,Canning Town Underground Station, 0.007416,51.51429
9400ZZLUCPK1,,Canons Park Underground Station,-0.294854,51.60803
9400ZZLUCPK2,,Canons Park Underground Station,-0.294867,51.60806
9400ZZLUCWR2,,Canada Water Underground Station,-0.049981,51.49828
9400ZZLUCWR3,,Canada Water Underground Station,-0.049405,51.49793
9400ZZLUCYF1,,Canary Wharf Underground Station,-0.018141,51.50359
9400ZZLUDOH1,,Dollis Hill Underground Station,-0.238661,51.55203
9400ZZLUFYR1,,Finchley Road Underground Station,-0.180264,51.54717
9400ZZLUFYR2,,Finchley Road Underground Station,-0.180278,51.54718
9400ZZLUGPK2,,Green Park Underground Station,-0.141694,51.50618
9400ZZLUGPK3,,Green Park Underground Station,-0.141580,51.50616
9400ZZLUKBN1,,Kilburn Underground Station,-0.204487,51.54699
9400ZZLUKBN2,,Kilburn Underground Station,-0.204248,51.54718
9400ZZLUKBY1,,Kingsbury Underground Station,-0.278342,51.58449
9400ZZLUKBY2,,Kingsbury Underground Station,-0.278323,51.58461
9400ZZLULNB2,,London Bridge Underground Station,-0.087845,51.50584
9400ZZLUNDN1,,Neasden Underground Station,-0.250317,51.55424
9400ZZLUNGW1,,North Greenwich Underground Station, 0.005191,51.50038
9400ZZLUNGW2,,North Greenwich Underground Station, 0.005308,51.50042
9400ZZLUQBY1,,Queensbury Underground Station,-0.285947,51.59413
9400ZZLUQBY2,,Queensbury Underground Station,-0.285890,51.59410
9400ZZLUSJW1,,St. John's Wood Underground Station,-0.174876,51.53476
9400ZZLUSTD3,,Stratford Underground Station,-0.002541,51.54233
9400ZZLUSTM1,,Stanmore Underground Station,-0.302742,51.61917
9400ZZLUSWC1,,Swiss Cottage Underground Station,-0.175229,51.54360
9400ZZLUSWK1,,Southwark Underground Station,-0.105632,51.50430
9400ZZLUSWK2,,Southwark Underground Station,-0.105331,51.50427
9400ZZLUWHM2,,West Ham Underground Station, 0.005597,51.52865
9400ZZLUWHP1,,West Hampstead Underground Station,-0.190475,51.54680
9400ZZLUWIG1,,Willesden Green Underground Station,-0.221846,51.54935
9400ZZLUWLO4,,Waterloo Underground Station,-0.113021,51.50333
9400ZZLUWSM3,,Westminster Underground Station,-0.124773,51.50100
9400ZZLUWSM4,,Westminster Underground Station,-0.124932,51.50100
9400ZZLUWYP1,,Wembley Park Underground Station,-0.279596,51.56352
9400ZZLUWYP2,,Wembley Park Underground Station,-0.279581,51.56352
9400ZZLUACT1,,Acton Town Underground Station,-0.280079,51.50289
9400ZZLUACT2,,Acton Town Underground Station,-0.280009,51.50284
9400ZZLUADE1,,Aldgate East Underground Station,-0.071358,51.51543
9400ZZLUADE2,,Aldgate East Underground Station,-0.071255,51.51548
9400ZZLUBBB1,,Bromley-by-Bow Underground Station,-0.012024,51.52461
9400ZZLUBBB2,,Bromley-by-Bow Underground Station,-0.011937,51.52461
9400ZZLUBEC1,,Becontree Underground Station, 0.127003,51.54037
9400ZZLUBEC2,,Becontree Underground Station, 0.127105,51.54037
9400ZZLUBKF1,,Blackfriars Underground Station,-0.103341,51.51160
